"x","y","richness"
-158.053125,21.579375,8
-158.053125,21.581625,8
-158.053125,21.583875,8
-158.053125,21.586125,8
-158.053125,21.588375,8
-158.053125,21.590625,8
-158.053125,21.592875,8
-158.053125,21.595125,8
-158.053125,21.597375,8
-158.053125,21.599625,8
-158.053125,21.601875,8
-158.053125,21.604125,8
-158.053125,21.606375,8
-158.053125,21.608625,8
-158.053125,21.610875,8
-158.053125,21.613125,8
-158.053125,21.615375,8
-158.053125,21.617625,8
-158.053125,21.619875,8
-158.053125,21.622125,8
-158.053125,21.624375,8
-158.053125,21.626625,8
-158.053125,21.628875,9
-158.053125,21.631125,9
-158.053125,21.633375,9
-158.053125,21.635625,9
-158.053125,21.637875,9
-158.053125,21.640125,9
-158.053125,21.642375,9
-158.053125,21.644625,9
-158.053125,21.646875,9
-158.053125,21.649125,9
-158.053125,21.651375,9
-158.053125,21.653625,9
-158.053125,21.655875,9
-158.053125,21.658125,9
-158.053125,21.660375,9
-158.053125,21.662625,9
-158.053125,21.664875,8
-158.053125,21.667125,5
-158.053125,21.669375,5
-158.053125,21.671625,5
-158.050875,21.302625,8
-158.050875,21.304875,8
-158.050875,21.307125,8
-158.050875,21.309375,8
-158.050875,21.311625,8
-158.050875,21.313875,8
-158.050875,21.316125,8
-158.050875,21.318375,8
-158.050875,21.320625,8
-158.050875,21.322875,8
-158.050875,21.325125,8
-158.050875,21.327375,8
-158.050875,21.329625,8
-158.050875,21.331875,8
-158.050875,21.334125,8
-158.050875,21.336375,8
-158.050875,21.338625,8
-158.050875,21.340875,8
-158.050875,21.343125,8
-158.050875,21.345375,8
-158.050875,21.347625,8
-158.050875,21.349875,8
-158.050875,21.352125,8
-158.050875,21.354375,8
-158.050875,21.356625,8
-158.050875,21.358875,8
-158.050875,21.361125,8
-158.050875,21.363375,8
-158.050875,21.365625,8
-158.050875,21.367875,8
-158.050875,21.370125,8
-158.050875,21.372375,8
-158.050875,21.374625,8
-158.050875,21.376875,8
-158.050875,21.379125,8
-158.050875,21.381375,8
-158.050875,21.383625,8
-158.050875,21.385875,8
-158.050875,21.388125,8
-158.050875,21.390375,8
-158.050875,21.392625,8
-158.050875,21.394875,8
-158.050875,21.397125,8
-158.050875,21.399375,8
-158.050875,21.401625,8
-158.050875,21.403875,8
-158.050875,21.406125,8
-158.050875,21.408375,8
-158.050875,21.410625,9
-158.050875,21.412875,9
-158.050875,21.415125,9
-158.050875,21.417375,9
-158.050875,21.419625,9
-158.050875,21.421875,9
-158.050875,21.424125,9
-158.050875,21.426375,9
-158.050875,21.428625,9
-158.050875,21.430875,9
-158.050875,21.433125,9
-158.050875,21.435375,9
-158.050875,21.437625,9
-158.050875,21.439875,9
-158.050875,21.442125,9
-158.050875,21.444375,9
-158.050875,21.446625,9
-158.050875,21.448875,9
-158.050875,21.451125,9
-158.050875,21.453375,9
-158.050875,21.455625,9
-158.050875,21.457875,9
-158.050875,21.460125,9
-158.050875,21.462375,9
-158.050875,21.464625,9
-158.050875,21.466875,9
-158.050875,21.469125,9
-158.050875,21.471375,9
-158.050875,21.473625,8
-158.050875,21.475875,8
-158.050875,21.478125,8
-158.050875,21.480375,8
-158.050875,21.482625,8
-158.050875,21.484875,8
-158.050875,21.487125,8
-158.050875,21.489375,8
-158.050875,21.491625,8
-158.050875,21.493875,8
-158.050875,21.496125,8
-158.050875,21.498375,8
-158.050875,21.500625,8
-158.050875,21.502875,8
-158.050875,21.505125,8
-158.050875,21.507375,8
-158.050875,21.509625,8
-158.050875,21.511875,8
-158.050875,21.514125,8
-158.050875,21.516375,8
-158.050875,21.518625,8
-158.050875,21.520875,8
-158.050875,21.523125,8
-158.050875,21.525375,8
-158.050875,21.527625,8
-158.050875,21.529875,8
-158.050875,21.532125,8
-158.050875,21.534375,8
-158.050875,21.536625,8
-158.050875,21.538875,8
-158.050875,21.541125,8
-158.050875,21.543375,8
-158.050875,21.545625,8
-158.050875,21.547875,8
-158.050875,21.550125,8
-158.050875,21.552375,8
-158.050875,21.554625,8
-158.050875,21.556875,8
-158.050875,21.559125,8
-158.050875,21.561375,8
-158.050875,21.563625,8
-158.050875,21.565875,8
-158.050875,21.568125,8
-158.050875,21.570375,8
-158.050875,21.572625,8
-158.050875,21.574875,8
-158.050875,21.577125,8
-158.050875,21.579375,8
-158.050875,21.581625,8
-158.050875,21.583875,8
-158.050875,21.586125,8
-158.050875,21.588375,8
-158.050875,21.590625,8
-158.050875,21.592875,8
-158.050875,21.595125,8
-158.050875,21.597375,8
-158.050875,21.599625,8
-158.050875,21.601875,8
-158.050875,21.604125,8
-158.050875,21.606375,8
-158.050875,21.608625,8
-158.050875,21.610875,8
-158.050875,21.613125,8
-158.050875,21.615375,8
-158.050875,21.617625,8
-158.050875,21.619875,8
-158.050875,21.622125,8
-158.050875,21.624375,8
-158.050875,21.626625,9
-158.050875,21.628875,9
-158.050875,21.631125,9
-158.050875,21.633375,9
-158.050875,21.635625,9
-158.050875,21.637875,9
-158.050875,21.640125,9
-158.050875,21.642375,9
-158.050875,21.644625,9
-158.050875,21.646875,9
-158.050875,21.649125,9
-158.050875,21.651375,9
-158.050875,21.653625,9
-158.050875,21.655875,9
-158.050875,21.658125,9
-158.050875,21.660375,9
-158.050875,21.662625,9
-158.050875,21.664875,9
-158.050875,21.667125,5
-158.050875,21.669375,5
-158.050875,21.671625,5
-158.050875,21.673875,5
-158.048625,21.302625,3
-158.048625,21.304875,8
-158.048625,21.307125,8
-158.048625,21.309375,8
-158.048625,21.311625,8
-158.048625,21.313875,8
-158.048625,21.316125,8
-158.048625,21.318375,8
-158.048625,21.320625,8
-158.048625,21.322875,8
-158.048625,21.325125,8
-158.048625,21.327375,8
-158.048625,21.329625,8
-158.048625,21.331875,8
-158.048625,21.334125,8
-158.048625,21.336375,8
-158.048625,21.338625,8
-158.048625,21.340875,8
-158.048625,21.343125,8
-158.048625,21.345375,8
-158.048625,21.347625,8
-158.048625,21.349875,8
-158.048625,21.352125,8
-158.048625,21.354375,8
-158.048625,21.356625,8
-158.048625,21.358875,8
-158.048625,21.361125,8
-158.048625,21.363375,8
-158.048625,21.365625,8
-158.048625,21.367875,8
-158.048625,21.370125,8
-158.048625,21.372375,8
-158.048625,21.374625,8
-158.048625,21.376875,8
-158.048625,21.379125,8
-158.048625,21.381375,8
-158.048625,21.383625,8
-158.048625,21.385875,8
-158.048625,21.388125,8
-158.048625,21.390375,8
-158.048625,21.392625,8
-158.048625,21.394875,8
-158.048625,21.397125,8
-158.048625,21.399375,8
-158.048625,21.401625,8
-158.048625,21.403875,8
-158.048625,21.406125,8
-158.048625,21.408375,8
-158.048625,21.410625,8
-158.048625,21.412875,8
-158.048625,21.415125,9
-158.048625,21.417375,9
-158.048625,21.419625,9
-158.048625,21.421875,9
-158.048625,21.424125,9
-158.048625,21.426375,9
-158.048625,21.428625,9
-158.048625,21.430875,9
-158.048625,21.433125,9
-158.048625,21.435375,9
-158.048625,21.437625,9
-158.048625,21.439875,9
-158.048625,21.442125,9
-158.048625,21.444375,9
-158.048625,21.446625,9
-158.048625,21.448875,9
-158.048625,21.451125,9
-158.048625,21.453375,9
-158.048625,21.455625,9
-158.048625,21.457875,9
-158.048625,21.460125,9
-158.048625,21.462375,9
-158.048625,21.464625,9
-158.048625,21.466875,9
-158.048625,21.469125,9
-158.048625,21.471375,8
-158.048625,21.473625,8
-158.048625,21.475875,8
-158.048625,21.478125,8
-158.048625,21.480375,8
-158.048625,21.482625,8
-158.048625,21.484875,8
-158.048625,21.487125,8
-158.048625,21.489375,8
-158.048625,21.491625,8
-158.048625,21.493875,8
-158.048625,21.496125,8
-158.048625,21.498375,8
-158.048625,21.500625,8
-158.048625,21.502875,8
-158.048625,21.505125,8
-158.048625,21.507375,8
-158.048625,21.509625,8
-158.048625,21.511875,8
-158.048625,21.514125,8
-158.048625,21.516375,8
-158.048625,21.518625,8
-158.048625,21.520875,8
-158.048625,21.523125,8
-158.048625,21.525375,8
-158.048625,21.527625,8
-158.048625,21.529875,8
-158.048625,21.532125,8
-158.048625,21.534375,8
-158.048625,21.536625,8
-158.048625,21.538875,8
-158.048625,21.541125,8
-158.048625,21.543375,8
-158.048625,21.545625,8
-158.048625,21.547875,8
-158.048625,21.550125,8
-158.048625,21.552375,8
-158.048625,21.554625,8
-158.048625,21.556875,8
-158.048625,21.559125,8
-158.048625,21.561375,8
-158.048625,21.563625,8
-158.048625,21.565875,8
-158.048625,21.568125,8
-158.048625,21.570375,8
-158.048625,21.572625,8
-158.048625,21.574875,8
-158.048625,21.577125,8
-158.048625,21.579375,8
-158.048625,21.581625,8
-158.048625,21.583875,8
-158.048625,21.586125,8
-158.048625,21.588375,8
-158.048625,21.590625,8
-158.048625,21.592875,8
-158.048625,21.595125,8
-158.048625,21.597375,8
-158.048625,21.599625,8
-158.048625,21.601875,8
-158.048625,21.604125,8
-158.048625,21.606375,8
-158.048625,21.608625,8
-158.048625,21.610875,8
-158.048625,21.613125,8
-158.048625,21.615375,8
-158.048625,21.617625,8
-158.048625,21.619875,8
-158.048625,21.622125,8
-158.048625,21.624375,9
-158.048625,21.626625,9
-158.048625,21.628875,9
-158.048625,21.631125,9
-158.048625,21.633375,9
-158.048625,21.635625,9
-158.048625,21.637875,9
-158.048625,21.640125,9
-158.048625,21.642375,9
-158.048625,21.644625,9
-158.048625,21.646875,9
-158.048625,21.649125,9
-158.048625,21.651375,9
-158.048625,21.653625,9
-158.048625,21.655875,9
-158.048625,21.658125,9
-158.048625,21.660375,9
-158.048625,21.662625,9
-158.048625,21.664875,9
-158.048625,21.667125,5
-158.048625,21.669375,5
-158.048625,21.671625,5
-158.048625,21.673875,5
-158.048625,21.676125,5
-158.046375,21.304875,8
-158.046375,21.307125,8
-158.046375,21.309375,8
-158.046375,21.311625,8
-158.046375,21.313875,8
-158.046375,21.316125,8
-158.046375,21.318375,8
-158.046375,21.320625,8
-158.046375,21.322875,8
-158.046375,21.325125,8
-158.046375,21.327375,8
-158.046375,21.329625,8
-158.046375,21.331875,8
-158.046375,21.334125,8
-158.046375,21.336375,8
-158.046375,21.338625,8
-158.046375,21.340875,8
-158.046375,21.343125,8
-158.046375,21.345375,8
-158.046375,21.347625,8
-158.046375,21.349875,8
-158.046375,21.352125,8
-158.046375,21.354375,8
-158.046375,21.356625,8
-158.046375,21.358875,8
-158.046375,21.361125,8
-158.046375,21.363375,8
-158.046375,21.365625,8
-158.046375,21.367875,8
-158.046375,21.370125,8
-158.046375,21.372375,8
-158.046375,21.374625,8
-158.046375,21.376875,8
-158.046375,21.379125,8
-158.046375,21.381375,8
-158.046375,21.383625,8
-158.046375,21.385875,8
-158.046375,21.388125,8
-158.046375,21.390375,8
-158.046375,21.392625,8
-158.046375,21.394875,8
-158.046375,21.397125,8
-158.046375,21.399375,8
-158.046375,21.401625,8
-158.046375,21.403875,8
-158.046375,21.406125,8
-158.046375,21.408375,8
-158.046375,21.410625,8
-158.046375,21.412875,8
-158.046375,21.415125,8
-158.046375,21.417375,8
-158.046375,21.419625,9
-158.046375,21.421875,9
-158.046375,21.424125,9
-158.046375,21.426375,9
-158.046375,21.428625,9
-158.046375,21.430875,9
-158.046375,21.433125,9
-158.046375,21.435375,9
-158.046375,21.437625,9
-158.046375,21.439875,9
-158.046375,21.442125,9
-158.046375,21.444375,9
-158.046375,21.446625,9
-158.046375,21.448875,9
-158.046375,21.451125,9
-158.046375,21.453375,9
-158.046375,21.455625,9
-158.046375,21.457875,9
-158.046375,21.460125,9
-158.046375,21.462375,9
-158.046375,21.464625,9
-158.046375,21.466875,9
-158.046375,21.469125,8
-158.046375,21.471375,8
-158.046375,21.473625,8
-158.046375,21.475875,8
-158.046375,21.478125,8
-158.046375,21.480375,8
-158.046375,21.482625,8
-158.046375,21.484875,8
-158.046375,21.487125,8
-158.046375,21.489375,8
-158.046375,21.491625,8
-158.046375,21.493875,8
-158.046375,21.496125,8
-158.046375,21.498375,8
-158.046375,21.500625,8
-158.046375,21.502875,8
-158.046375,21.505125,8
-158.046375,21.507375,8
-158.046375,21.509625,8
-158.046375,21.511875,8
-158.046375,21.514125,8
-158.046375,21.516375,8
-158.046375,21.518625,8
-158.046375,21.520875,8
-158.046375,21.523125,8
-158.046375,21.525375,8
-158.046375,21.527625,8
-158.046375,21.529875,8
-158.046375,21.532125,8
-158.046375,21.534375,8
-158.046375,21.536625,8
-158.046375,21.538875,8
-158.046375,21.541125,8
-158.046375,21.543375,8
-158.046375,21.545625,8
-158.046375,21.547875,8
-158.046375,21.550125,8
-158.046375,21.552375,8
-158.046375,21.554625,8
-158.046375,21.556875,8
-158.046375,21.559125,8
-158.046375,21.561375,8
-158.046375,21.563625,8
-158.046375,21.565875,8
-158.046375,21.568125,8
-158.046375,21.570375,8
-158.046375,21.572625,8
-158.046375,21.574875,8
-158.046375,21.577125,8
-158.046375,21.579375,8
-158.046375,21.581625,8
-158.046375,21.583875,8
-158.046375,21.586125,8
-158.046375,21.588375,8
-158.046375,21.590625,8
-158.046375,21.592875,8
-158.046375,21.595125,8
-158.046375,21.597375,8
-158.046375,21.599625,8
-158.046375,21.601875,8
-158.046375,21.604125,8
-158.046375,21.606375,8
-158.046375,21.608625,8
-158.046375,21.610875,8
-158.046375,21.613125,8
-158.046375,21.615375,8
-158.046375,21.617625,8
-158.046375,21.619875,8
-158.046375,21.622125,9
-158.046375,21.624375,9
-158.046375,21.626625,9
-158.046375,21.628875,9
-158.046375,21.631125,9
-158.046375,21.633375,9
-158.046375,21.635625,9
-158.046375,21.637875,9
-158.046375,21.640125,9
-158.046375,21.642375,9
-158.046375,21.644625,9
-158.046375,21.646875,9
-158.046375,21.649125,9
-158.046375,21.651375,9
-158.046375,21.653625,9
-158.046375,21.655875,9
-158.046375,21.658125,9
-158.046375,21.660375,9
-158.046375,21.662625,9
-158.046375,21.664875,9
-158.046375,21.667125,9
-158.046375,21.669375,8
-158.046375,21.671625,5
-158.046375,21.673875,5
-158.046375,21.676125,5
-158.046375,21.678375,5
-158.044125,21.304875,8
-158.044125,21.307125,8
-158.044125,21.309375,8
-158.044125,21.311625,8
-158.044125,21.313875,8
-158.044125,21.316125,8
-158.044125,21.318375,8
-158.044125,21.320625,8
-158.044125,21.322875,8
-158.044125,21.325125,8
-158.044125,21.327375,8
-158.044125,21.329625,8
-158.044125,21.331875,8
-158.044125,21.334125,8
-158.044125,21.336375,8
-158.044125,21.338625,8
-158.044125,21.340875,8
-158.044125,21.343125,8
-158.044125,21.345375,8
-158.044125,21.347625,8
-158.044125,21.349875,8
-158.044125,21.352125,8
-158.044125,21.354375,8
-158.044125,21.356625,8
-158.044125,21.358875,8
-158.044125,21.361125,8
-158.044125,21.363375,8
-158.044125,21.365625,8
-158.044125,21.367875,8
-158.044125,21.370125,8
-158.044125,21.372375,8
-158.044125,21.374625,8
-158.044125,21.376875,8
-158.044125,21.379125,8
-158.044125,21.381375,8
-158.044125,21.383625,8
-158.044125,21.385875,8
-158.044125,21.388125,8
-158.044125,21.390375,8
-158.044125,21.392625,8
-158.044125,21.394875,8
-158.044125,21.397125,8
-158.044125,21.399375,8
-158.044125,21.401625,8
-158.044125,21.403875,8
-158.044125,21.406125,8
-158.044125,21.408375,8
-158.044125,21.410625,8
-158.044125,21.412875,8
-158.044125,21.415125,8
-158.044125,21.417375,8
-158.044125,21.419625,8
-158.044125,21.421875,8
-158.044125,21.424125,9
-158.044125,21.426375,9
-158.044125,21.428625,9
-158.044125,21.430875,9
-158.044125,21.433125,9
-158.044125,21.435375,9
-158.044125,21.437625,9
-158.044125,21.439875,9
-158.044125,21.442125,9
-158.044125,21.444375,9
-158.044125,21.446625,9
-158.044125,21.448875,9
-158.044125,21.451125,9
-158.044125,21.453375,9
-158.044125,21.455625,9
-158.044125,21.457875,9
-158.044125,21.460125,9
-158.044125,21.462375,8
-158.044125,21.464625,8
-158.044125,21.466875,8
-158.044125,21.469125,8
-158.044125,21.471375,8
-158.044125,21.473625,8
-158.044125,21.475875,8
-158.044125,21.478125,8
-158.044125,21.480375,8
-158.044125,21.482625,8
-158.044125,21.484875,8
-158.044125,21.487125,8
-158.044125,21.489375,8
-158.044125,21.491625,8
-158.044125,21.493875,8
-158.044125,21.496125,8
-158.044125,21.498375,8
-158.044125,21.500625,8
-158.044125,21.502875,8
-158.044125,21.505125,8
-158.044125,21.507375,8
-158.044125,21.509625,8
-158.044125,21.511875,8
-158.044125,21.514125,8
-158.044125,21.516375,8
-158.044125,21.518625,8
-158.044125,21.520875,8
-158.044125,21.523125,8
-158.044125,21.525375,8
-158.044125,21.527625,8
-158.044125,21.529875,8
-158.044125,21.532125,8
-158.044125,21.534375,8
-158.044125,21.536625,8
-158.044125,21.538875,8
-158.044125,21.541125,8
-158.044125,21.543375,8
-158.044125,21.545625,8
-158.044125,21.547875,8
-158.044125,21.550125,8
-158.044125,21.552375,8
-158.044125,21.554625,8
-158.044125,21.556875,8
-158.044125,21.559125,8
-158.044125,21.561375,8
-158.044125,21.563625,8
-158.044125,21.565875,8
-158.044125,21.568125,8
-158.044125,21.570375,8
-158.044125,21.572625,8
-158.044125,21.574875,8
-158.044125,21.577125,8
-158.044125,21.579375,8
-158.044125,21.581625,8
-158.044125,21.583875,8
-158.044125,21.586125,8
-158.044125,21.588375,8
-158.044125,21.590625,8
-158.044125,21.592875,8
-158.044125,21.595125,8
-158.044125,21.597375,8
-158.044125,21.599625,8
-158.044125,21.601875,8
-158.044125,21.604125,8
-158.044125,21.606375,8
-158.044125,21.608625,8
-158.044125,21.610875,8
-158.044125,21.613125,8
-158.044125,21.615375,8
-158.044125,21.617625,9
-158.044125,21.619875,9
-158.044125,21.622125,9
-158.044125,21.624375,9
-158.044125,21.626625,9
-158.044125,21.628875,9
-158.044125,21.631125,9
-158.044125,21.633375,9
-158.044125,21.635625,9
-158.044125,21.637875,9
-158.044125,21.640125,9
-158.044125,21.642375,9
-158.044125,21.644625,9
-158.044125,21.646875,9
-158.044125,21.649125,9
-158.044125,21.651375,9
-158.044125,21.653625,9
-158.044125,21.655875,9
-158.044125,21.658125,9
-158.044125,21.660375,9
-158.044125,21.662625,9
-158.044125,21.664875,9
-158.044125,21.667125,9
-158.044125,21.669375,9
-158.044125,21.671625,8
-158.044125,21.673875,5
-158.044125,21.676125,5
-158.044125,21.678375,5
-158.041875,21.304875,8
-158.041875,21.307125,8
-158.041875,21.309375,8
-158.041875,21.311625,8
-158.041875,21.313875,8
-158.041875,21.316125,8
-158.041875,21.318375,8
-158.041875,21.320625,8
-158.041875,21.322875,8
-158.041875,21.325125,8
-158.041875,21.327375,8
-158.041875,21.329625,8
-158.041875,21.331875,8
-158.041875,21.334125,8
-158.041875,21.336375,8
-158.041875,21.338625,8
-158.041875,21.340875,8
-158.041875,21.343125,8
-158.041875,21.345375,8
-158.041875,21.347625,8
-158.041875,21.349875,8
-158.041875,21.352125,8
-158.041875,21.354375,8
-158.041875,21.356625,8
-158.041875,21.358875,8
-158.041875,21.361125,8
-158.041875,21.363375,8
-158.041875,21.365625,8
-158.041875,21.367875,8
-158.041875,21.370125,8
-158.041875,21.372375,8
-158.041875,21.374625,8
-158.041875,21.376875,8
-158.041875,21.379125,8
-158.041875,21.381375,8
-158.041875,21.383625,8
-158.041875,21.385875,8
-158.041875,21.388125,8
-158.041875,21.390375,8
-158.041875,21.392625,8
-158.041875,21.394875,8
-158.041875,21.397125,8
-158.041875,21.399375,8
-158.041875,21.401625,8
-158.041875,21.403875,8
-158.041875,21.406125,8
-158.041875,21.408375,8
-158.041875,21.410625,8
-158.041875,21.412875,8
-158.041875,21.415125,8
-158.041875,21.417375,8
-158.041875,21.419625,8
-158.041875,21.421875,8
-158.041875,21.424125,8
-158.041875,21.426375,8
-158.041875,21.428625,9
-158.041875,21.430875,9
-158.041875,21.433125,9
-158.041875,21.435375,9
-158.041875,21.437625,9
-158.041875,21.439875,9
-158.041875,21.442125,9
-158.041875,21.444375,9
-158.041875,21.446625,9
-158.041875,21.448875,9
-158.041875,21.451125,8
-158.041875,21.453375,8
-158.041875,21.455625,8
-158.041875,21.457875,8
-158.041875,21.460125,8
-158.041875,21.462375,8
-158.041875,21.464625,8
-158.041875,21.466875,8
-158.041875,21.469125,8
-158.041875,21.471375,8
-158.041875,21.473625,8
-158.041875,21.475875,8
-158.041875,21.478125,8
-158.041875,21.480375,8
-158.041875,21.482625,8
-158.041875,21.484875,8
-158.041875,21.487125,8
-158.041875,21.489375,8
-158.041875,21.491625,8
-158.041875,21.493875,8
-158.041875,21.496125,8
-158.041875,21.498375,8
-158.041875,21.500625,8
-158.041875,21.502875,8
-158.041875,21.505125,8
-158.041875,21.507375,8
-158.041875,21.509625,8
-158.041875,21.511875,8
-158.041875,21.514125,8
-158.041875,21.516375,8
-158.041875,21.518625,8
-158.041875,21.520875,8
-158.041875,21.523125,8
-158.041875,21.525375,8
-158.041875,21.527625,8
-158.041875,21.529875,8
-158.041875,21.532125,8
-158.041875,21.534375,8
-158.041875,21.536625,8
-158.041875,21.538875,8
-158.041875,21.541125,8
-158.041875,21.543375,8
-158.041875,21.545625,8
-158.041875,21.547875,8
-158.041875,21.550125,8
-158.041875,21.552375,8
-158.041875,21.554625,8
-158.041875,21.556875,8
-158.041875,21.559125,8
-158.041875,21.561375,8
-158.041875,21.563625,8
-158.041875,21.565875,8
-158.041875,21.568125,8
-158.041875,21.570375,8
-158.041875,21.572625,8
-158.041875,21.574875,8
-158.041875,21.577125,8
-158.041875,21.579375,8
-158.041875,21.581625,8
-158.041875,21.583875,8
-158.041875,21.586125,8
-158.041875,21.588375,8
-158.041875,21.590625,8
-158.041875,21.592875,8
-158.041875,21.595125,8
-158.041875,21.597375,8
-158.041875,21.599625,8
-158.041875,21.601875,8
-158.041875,21.604125,8
-158.041875,21.606375,8
-158.041875,21.608625,8
-158.041875,21.610875,8
-158.041875,21.613125,8
-158.041875,21.615375,9
-158.041875,21.617625,9
-158.041875,21.619875,9
-158.041875,21.622125,9
-158.041875,21.624375,9
-158.041875,21.626625,9
-158.041875,21.628875,9
-158.041875,21.631125,9
-158.041875,21.633375,9
-158.041875,21.635625,9
-158.041875,21.637875,9
-158.041875,21.640125,9
-158.041875,21.642375,9
-158.041875,21.644625,9
-158.041875,21.646875,9
-158.041875,21.649125,9
-158.041875,21.651375,9
-158.041875,21.653625,9
-158.041875,21.655875,9
-158.041875,21.658125,9
-158.041875,21.660375,9
-158.041875,21.662625,9
-158.041875,21.664875,9
-158.041875,21.667125,9
-158.041875,21.669375,9
-158.041875,21.671625,9
-158.041875,21.673875,5
-158.041875,21.676125,5
-158.041875,21.678375,5
-158.041875,21.680625,5
-158.039625,21.304875,8
-158.039625,21.307125,8
-158.039625,21.309375,8
-158.039625,21.311625,8
-158.039625,21.313875,8
-158.039625,21.316125,8
-158.039625,21.318375,8
-158.039625,21.320625,8
-158.039625,21.322875,8
-158.039625,21.325125,8
-158.039625,21.327375,8
-158.039625,21.329625,8
-158.039625,21.331875,8
-158.039625,21.334125,8
-158.039625,21.336375,8
-158.039625,21.338625,8
-158.039625,21.340875,8
-158.039625,21.343125,8
-158.039625,21.345375,8
-158.039625,21.347625,8
-158.039625,21.349875,8
-158.039625,21.352125,8
-158.039625,21.354375,8
-158.039625,21.356625,8
-158.039625,21.358875,8
-158.039625,21.361125,8
-158.039625,21.363375,8
-158.039625,21.365625,8
-158.039625,21.367875,8
-158.039625,21.370125,8
-158.039625,21.372375,8
-158.039625,21.374625,8
-158.039625,21.376875,8
-158.039625,21.379125,8
-158.039625,21.381375,8
-158.039625,21.383625,8
-158.039625,21.385875,8
-158.039625,21.388125,8
-158.039625,21.390375,8
-158.039625,21.392625,8
-158.039625,21.394875,8
-158.039625,21.397125,8
-158.039625,21.399375,8
-158.039625,21.401625,8
-158.039625,21.403875,8
-158.039625,21.406125,8
-158.039625,21.408375,8
-158.039625,21.410625,8
-158.039625,21.412875,8
-158.039625,21.415125,8
-158.039625,21.417375,8
-158.039625,21.419625,8
-158.039625,21.421875,8
-158.039625,21.424125,8
-158.039625,21.426375,8
-158.039625,21.428625,8
-158.039625,21.430875,8
-158.039625,21.433125,9
-158.039625,21.435375,9
-158.039625,21.437625,9
-158.039625,21.439875,9
-158.039625,21.442125,8
-158.039625,21.444375,8
-158.039625,21.446625,8
-158.039625,21.448875,8
-158.039625,21.451125,8
-158.039625,21.453375,8
-158.039625,21.455625,8
-158.039625,21.457875,8
-158.039625,21.460125,8
-158.039625,21.462375,8
-158.039625,21.464625,8
-158.039625,21.466875,8
-158.039625,21.469125,8
-158.039625,21.471375,8
-158.039625,21.473625,8
-158.039625,21.475875,8
-158.039625,21.478125,8
-158.039625,21.480375,8
-158.039625,21.482625,8
-158.039625,21.484875,8
-158.039625,21.487125,8
-158.039625,21.489375,8
-158.039625,21.491625,8
-158.039625,21.493875,8
-158.039625,21.496125,8
-158.039625,21.498375,8
-158.039625,21.500625,8
-158.039625,21.502875,8
-158.039625,21.505125,8
-158.039625,21.507375,8
-158.039625,21.509625,8
-158.039625,21.511875,8
-158.039625,21.514125,8
-158.039625,21.516375,8
-158.039625,21.518625,8
-158.039625,21.520875,8
-158.039625,21.523125,8
-158.039625,21.525375,8
-158.039625,21.527625,8
-158.039625,21.529875,8
-158.039625,21.532125,8
-158.039625,21.534375,8
-158.039625,21.536625,8
-158.039625,21.538875,8
-158.039625,21.541125,8
-158.039625,21.543375,8
-158.039625,21.545625,8
-158.039625,21.547875,8
-158.039625,21.550125,8
-158.039625,21.552375,8
-158.039625,21.554625,8
-158.039625,21.556875,8
-158.039625,21.559125,8
-158.039625,21.561375,8
-158.039625,21.563625,8
-158.039625,21.565875,8
-158.039625,21.568125,8
-158.039625,21.570375,8
-158.039625,21.572625,8
-158.039625,21.574875,8
-158.039625,21.577125,8
-158.039625,21.579375,8
-158.039625,21.581625,8
-158.039625,21.583875,8
-158.039625,21.586125,8
-158.039625,21.588375,8
-158.039625,21.590625,8
-158.039625,21.592875,8
-158.039625,21.595125,8
-158.039625,21.597375,8
-158.039625,21.599625,8
-158.039625,21.601875,8
-158.039625,21.604125,8
-158.039625,21.606375,8
-158.039625,21.608625,8
-158.039625,21.610875,8
-158.039625,21.613125,9
-158.039625,21.615375,9
-158.039625,21.617625,9
-158.039625,21.619875,9
-158.039625,21.622125,9
-158.039625,21.624375,9
-158.039625,21.626625,9
-158.039625,21.628875,9
-158.039625,21.631125,9
-158.039625,21.633375,9
-158.039625,21.635625,9
-158.039625,21.637875,9
-158.039625,21.640125,9
-158.039625,21.642375,9
-158.039625,21.644625,9
-158.039625,21.646875,9
-158.039625,21.649125,9
-158.039625,21.651375,9
-158.039625,21.653625,9
-158.039625,21.655875,9
-158.039625,21.658125,9
-158.039625,21.660375,9
-158.039625,21.662625,9
-158.039625,21.664875,9
-158.039625,21.667125,9
-158.039625,21.669375,9
-158.039625,21.671625,9
-158.039625,21.673875,9
-158.039625,21.676125,8
-158.039625,21.678375,5
-158.039625,21.680625,5
-158.039625,21.682875,5
-158.037375,21.304875,4
-158.037375,21.307125,8
-158.037375,21.309375,8
-158.037375,21.311625,8
-158.037375,21.313875,8
-158.037375,21.316125,8
-158.037375,21.318375,8
-158.037375,21.320625,8
-158.037375,21.322875,8
-158.037375,21.325125,8
-158.037375,21.327375,8
-158.037375,21.329625,8
-158.037375,21.331875,8
-158.037375,21.334125,8
-158.037375,21.336375,8
-158.037375,21.338625,8
-158.037375,21.340875,8
-158.037375,21.343125,8
-158.037375,21.345375,8
-158.037375,21.347625,8
-158.037375,21.349875,8
-158.037375,21.352125,8
-158.037375,21.354375,8
-158.037375,21.356625,8
-158.037375,21.358875,8
-158.037375,21.361125,8
-158.037375,21.363375,8
-158.037375,21.365625,8
-158.037375,21.367875,8
-158.037375,21.370125,8
