correctedspeciesname,catalognumber,n,dex,sin,%dex,%sin,island,correctedlocality,decimallatitudeUSE,decimallongitudeUSE,coordinateuncertaintyinMetersUSE
Auriculella perpusilla,"114930, 114932",21,0,21,0,1,Oahu,Kipapa Gulch; Main divide between Kipapa and Waiahole,21.48213798,-157.8914638,
Auriculella perpusilla,"96333, 96334",20,0,20,0,1,Oahu,Kipapa; S'ly ridge; Backbone range,21.48213798,-157.8914638,
Auriculella perpusilla,119969,9,,9,0,1,Oahu,Kipapa-Waiawa,21.48213798,-157.8914638,
Auriculella perpusilla,166187,1,,1,0,1,Oahu,Waikakalaua; Loc. 7,21.48496666,-157.9686833,
Auriculella perpusilla,167745,24,,24,0,1,Oahu,Kipapa Ridge; Lot = 93162-168,21.48895,-157.8925,
Auriculella perpusilla,134169,5,,5,0,1,Oahu,"Waikakalaua>Kipapa, Waipio Ridge, above Brown's house",21.49106667,-157.8934167,
Auriculella perpusilla,210527,6,,6,0,1,Oahu,Waikane,21.49612,-157.86368,
Auriculella perpusilla,"96440, 96441, 96442",21,0,21,0,1,Oahu,"Waikane-Kahana Ridge; backbone ridge, about 1/4 mile S'ly of top of trail",21.5013107,-157.8978467,
Auriculella perpusilla,"96451, 96452, 96453",24,0,24,0,1,Oahu,Waikane-Kahana Ridge; Puu Kaaumakua; U.S.G.S. Station,21.5013107,-157.8978467,
Auriculella perpusilla,96437,1,,1,0,1,Oahu,Waikane-Kahana Ridge; on trail above last pali below backbone,21.50218333,-157.8964,
Auriculella perpusilla,"98068, 98069",20,0,20,0,1,Oahu,Waikane; backbone; 2nd high point southerly of 98046-49; about 1-1/4 hours hike distance,21.502885,-157.884355,1440
Auriculella perpusilla,"54573, 54574",16,0,16,0,1,Oahu,Kahana; head of valley; East slope; near top of main ridge,21.50525353,-157.8912162,
Auriculella perpusilla,122661,1,,1,0,1,Oahu,"North>South Kaukonahua = ""Waikane-Wahiawa Trail on Wahiawa side. Loc. #1""",21.50688334,-157.9354,
Auriculella perpusilla,96466,3,,3,0,1,Oahu,"Waikane-Kahana Ridge [continued in ""Habitat"" field]",21.508383,-157.887614,1336
Auriculella perpusilla,"167840, 167841",16,0,16,0,1,Oahu,Waihiawa-Kahana Trail; Kahana side,21.508836,-157.90839,2004
Auriculella perpusilla,"76842, 76843",7,0,7,0,1,Oahu,Puu-ohulehule,21.512609,-157.875635,781
Auriculella perpusilla,91189,1,,1,0,1,Oahu,Kaaawa-Waikane; Puu Ohulehule,21.512609,-157.875635,781
Auriculella perpusilla,98016,3,,3,0,1,Oahu,"Puu-ohulehule; Junction of spurs, easterly from Waikane-Kahana cross over",21.512609,-157.875635,781
Auriculella perpusilla,96654,7,,7,0,1,Oahu,Kaaawa; Right; Summit,21.51278,-157.875238,1045
Auriculella perpusilla,"96586, 96587",2,0,2,0,1,Oahu,"Puu-ohulehule (Kaaawa); beginning of last steep climb, about 4/5 up",21.51378931,-157.8744374,
Auriculella perpusilla,"90853, 90854",23,0,23,0,1,Oahu,Kaaawa; 2/3 to top of peak; below cliffs,21.51471667,-157.8738,
Auriculella perpusilla,52029,1,,1,0,1,Oahu,"Koolau Mountains; Wahiawa-Kahana Bay; on trail just before crossing Koolau Range, when crossing, & just after crossing it.",21.5159971,-157.9131236,
Auriculella perpusilla,91188,3,,3,0,1,Oahu,Kaaawa-Waikane; Puu Ohulehule; crest of long ridge; 100 yds from beginning of ascent to peak,21.517292,-157.870603,245
Auriculella perpusilla,"90826, 90827",11,0,11,0,1,Oahu,Kaaawa; top of low ridge at head,21.517696,-157.869677,401
Auriculella perpusilla,"98018, 98019",8,0,8,0,1,Oahu,"Puu-ohulehule; 2nd jucntion of spurs easterly, from crossover",21.517696,-157.869677,401
Auriculella perpusilla,90848,6,,6,0,1,Oahu,Kaaawa; 1/8 mi. along ridge from (1),21.517825,-157.869521,667
Auriculella perpusilla,92724,9,,9,0,1,Oahu,Kahana; 150 yds mauka of (1),21.519975,-157.884021,1226
Auriculella perpusilla,"118550, 118551",34,0,34,0,1,Oahu,Kahana; crest of ridge,21.52046666,-157.8898333,
Auriculella perpusilla,167733,9,,9,0,1,Oahu,Kahana; Lot = 54571-75,21.52499999,-157.8883333,
Auriculella perpusilla,"99052, 99053, 99054, 99063, 99064",29,0,29,0,1,Oahu,"Kahana, Right (North)",21.525963,-157.887883,1226
Auriculella perpusilla,"99030, 99035, 99036",26,0,26,0,1,Oahu,"Kahana, Right; glen just makai of very prominent spur; 1 mile up valley",21.525963,-157.887883,1226
Auriculella perpusilla,99041,1,,1,0,1,Oahu,"Kahana, Right",21.525963,-157.887883,1226
Auriculella perpusilla,99080,9,,9,0,1,Oahu,"Kahana, Right (North); Glen makai of 99026-33; on crest about 200 feet from 99059-76",21.525963,-157.887883,1226
Auriculella perpusilla,96627,1,,1,0,1,Oahu,"Kaaawa; 100 feet above location of 96610-21, at head of glen",21.526386,-157.864667,605
Auriculella perpusilla,96741,11,,11,0,1,Oahu,"Punaluu-right; crest of ridge, where peak begins to rise",21.52671666,-157.9125667,
Auriculella perpusilla,96639,13,,13,0,1,Oahu,"Kaaawa; 150 feet under summit, on pali slope",21.527544,-157.866684,605
Auriculella perpusilla,96762,2,,2,0,1,Oahu,Kaaawa-right; Junction of spur with ridge,21.530059,-157.867049,298
Auriculella perpusilla,88974,5,,5,0,1,Oahu,"Waikane - Kahana, 2 mi. from shore",21.530261,-157.883623,1660
Auriculella perpusilla,"90886, 90906, 90907, 90927, 90935, 90936",32,0,32,0,1,Oahu,Kahana,21.53222,-157.886091,3853
Auriculella perpusilla,"90987, 90988, 90999, 91000",46,0,46,0,1,Oahu,Kahana,21.53222,-157.886091,3853
Auriculella perpusilla,"91191, 91217",6,0,6,0,1,Oahu,Kahana,21.53222,-157.886091,3853
Auriculella perpusilla,"91267, 91274, 91275",14,0,14,0,1,Oahu,Kahana,21.53222,-157.886091,3853
Auriculella perpusilla,"91296, 91314, 91316, 91322",17,0,17,0,1,Oahu,Kahana,21.53222,-157.886091,3853
Auriculella perpusilla,"91368, 91374, 91377, 91378, 91384, 91390, 91395",96,0,96,0,1,Oahu,Kahana,21.53222,-157.886091,3853
Auriculella perpusilla,"91484, 91492",13,0,13,0,1,Oahu,Kahana,21.53222,-157.886091,3853
Auriculella perpusilla,"91532, 91536",34,0,34,0,1,Oahu,Kahana,21.53222,-157.886091,3853
Auriculella perpusilla,"92725, 92732, 92733, 92734, 92742",26,0,26,0,1,Oahu,Kahana,21.53222,-157.886091,3853
Auriculella perpusilla,"92758, 92768",2,0,2,0,1,Oahu,Kahana,21.53222,-157.886091,3853
Auriculella perpusilla,15969,2,,2,0,1,Oahu,Kahana,21.53222,-157.886091,3853
Auriculella perpusilla,92097,23,,23,0,1,Oahu,Kahana,21.53222,-157.886091,3853
Auriculella perpusilla,92719,5,,5,0,1,Oahu,Kahana,21.53222,-157.886091,3853
Auriculella perpusilla,132663,1,,1,0,1,Oahu,Kahana,21.53222,-157.886091,3853
Auriculella perpusilla,170328,109,,109,0,1,Oahu,Kahana,21.53222,-157.886091,3853
Auriculella perpusilla,170402,2,,2,0,1,Oahu,Kahana,21.53222,-157.886091,3853
Auriculella perpusilla,190390,8,,8,0,1,Oahu,Kahana,21.53222,-157.886091,3853
Auriculella perpusilla,186977,80,,80,0,1,Oahu,Punaluu (at head); last ridge near Castle Trail,21.5351863,-157.9201198,
Auriculella perpusilla,91127,1,,1,0,1,Oahu,Kaaawa; Weli Weli,21.538611,-157.858889,2146
Auriculella perpusilla,96860,8,,8,0,1,Oahu,Punaluu Head. Right; from stream bed to elevation 600 feet,21.539997,-157.902021,608
Auriculella perpusilla,96865,2,,2,0,1,Oahu,Punaluu Head. right; on spur slope.,21.540317,-157.905196,608
Auriculella perpusilla,96868,6,,6,0,1,Oahu,Punaluu Head. Right,21.540317,-157.905196,608
Auriculella perpusilla,167789,32,,32,0,1,Oahu,Kahana>Punaluu; = lot 108710-721,21.54535481,-157.8934359,
Auriculella perpusilla,"100913, 100914",5,0,5,0,1,Oahu,"Weliweli; Mauka of 100904-12; about 200 yards, whence reported bulimoides previously",21.54663333,-157.8584333,
Auriculella perpusilla,"100919, 100920",4,0,4,0,1,Oahu,Weliweli; 3rd Kukui glen,21.54663333,-157.8584333,
Auriculella perpusilla,92219,1,,1,0,1,Oahu,Kahana S,21.547421,-157.867098,821
Auriculella perpusilla,"100693, 100694",7,0,7,0,1,Oahu,"Punaluu, right; Spur between 2nd and 3rd ravines, along trail below 100673-77; southerly",21.550553,-157.89971,3594
Auriculella perpusilla,19200,207,,207,0,1,Oahu,Punaluu; beginning of trail to water hole,21.550553,-157.89971,3594
Auriculella perpusilla,19369,1,,1,0,1,Oahu,Punaluu?,21.550553,-157.89971,3594
Auriculella perpusilla,134366,10,,10,0,1,Oahu,Punaluu; East side; 1st wooded gulch above falls,21.550553,-157.89971,3594
Auriculella perpusilla,"92679, 92680, 92690, 92691, 92692",29,0,29,0,1,Oahu,Kaaawa,21.550647,-157.851764,1809
Auriculella perpusilla,15049,11,,11,0,1,Oahu,Kaaawa,21.550647,-157.851764,1809
Auriculella perpusilla,15955,12,,12,0,1,Oahu,Kaaawa,21.550647,-157.851764,1809
Auriculella perpusilla,22308,1,,1,0,1,Oahu,Kaaawa,21.550647,-157.851764,1809
Auriculella perpusilla,36785,10,,10,0,1,Oahu,Kaaawa,21.550647,-157.851764,1809
Auriculella perpusilla,"96574, 96575",14,0,14,0,1,Oahu,Kahana; Left; Glen makai of church,21.55171666,-157.8692,
Auriculella perpusilla,99458,1,,1,0,1,Oahu,"Peahinaia (Waialua); along side ""K-21""",21.5540072,-157.9894924,
Auriculella perpusilla,211963,24,,24,0,1,Oahu,Punaluu Valley,21.555109,-157.903041,3791
Auriculella perpusilla,96851,8,,8,0,1,Oahu,Punaluu Head. right; about 1 mile from dam at end of trail,21.55643333,-157.8982167,
Auriculella perpusilla,24943,81,,81,0,1,Oahu,Punaluu; beginning of trail,21.5572222,-157.9072222,
Auriculella perpusilla,24959,64,,64,0,1,Oahu,Punaluu; last stretch to top,21.5572222,-157.9072222,
Auriculella perpusilla,96730,4,,4,0,1,Oahu,Punaluu-right; Ridge; 7th spur being first sour leading to high peak; 300 feet below peak,21.5572222,-157.9072222,
Auriculella perpusilla,93544,3,,3,0,1,Oahu,"Kahana, Puu Piei, top of peak, rt. side of Kahana",21.55991439,-157.8883195,
Auriculella perpusilla,108718,29,,29,0,1,Oahu,"Koolau Range; Kahana-Punaluu Ridge; southwest of Puu Piei, at red letter I on map 1917",21.55991439,-157.8883195,
Auriculella perpusilla,108719,6,,6,0,1,Oahu,"Koolau Range; Kahana-Punaluu Ridge; southwest of Puu Piei, at red letter I on map 1917",21.55991439,-157.8883195,
Auriculella perpusilla,194098,5,,5,0,1,Oahu,"Punaluu, left 2 glens; under Puu Piei; Lot. 1261",21.560936,-157.890889,1693
Auriculella perpusilla,"92778, 92783",9,0,9,0,1,Oahu,Punaluu-Hauula,21.565823,-157.908698,1108
Auriculella perpusilla,92777,3,,3,0,1,Oahu,Punaluu-Hauula; trail; 100yds beyond (1),21.565823,-157.908698,1108
Auriculella perpusilla,132151,14,,14,0,1,Oahu,Kawailoa; 1st gulch south of Anahulu; (triangular symbol?} Station on South bank 100 feet or more above stream bed; Loc. = 380 A-3,21.56629349,-158.0113243,
Auriculella perpusilla,"96706, 96707",21,0,21,0,1,Oahu,Punaluu-south; 100 feet above 96683-92; on easterly slope,21.568058,-157.882863,624
Auriculella perpusilla,166298,1,,1,0,1,Oahu,Kawaiiki>Opaeula; Loc. 5,21.56856667,-157.9980833,
Auriculella perpusilla,210989,26,,26,0,1,Oahu,Punaluu; Castle Trail; last zag of zigzag; Loc. 1,21.5688,-157.913145,1478
Auriculella perpusilla,210995,7,,7,0,1,Oahu,Kaluanui; near Castle Trail; Loc. 2,21.568981,-157.919143,449
Auriculella perpusilla,"180767, 180768",30,0,30,0,1,Oahu,Punaluu; Loc. 6. SEE MAP,21.569221,-157.913563,100
Auriculella perpusilla,97798,1,,1,0,1,Oahu,"Punaluu, Right; Castle trail; Top of spur, just southerly of camp",21.569998,-157.920055,770
Auriculella perpusilla,134358,9,,9,0,1,Oahu,"Punaluu; Castle Trail, just below top of ridge",21.569998,-157.920055,770
Auriculella perpusilla,134365,20,,20,0,1,Oahu,Punaluu; Castle Trail; near top of ridge,21.569998,-157.920055,770
Auriculella perpusilla,"97776, 97777, 97778, 97779",18,0,18,0,1,Oahu,"Punaluu, Right; Sharp bend in trail, 1/2 way to top",21.57253333,-157.9033,
Auriculella perpusilla,"100675, 100676, 100677",14,0,14,0,1,Oahu,"Punaluu, right; Castle trail, about 2/3 to top of ridge, on slope facing makai",21.57326666,-157.9058667,
Auriculella perpusilla,100888,1,,1,0,1,Oahu,"Kaliuwaa; 2nd ravine, above trail, beyond 100874-82",21.573423,-157.914586,2455
Auriculella perpusilla,194140,7,,7,0,1,Oahu,"Kawailoa; Right, 2 glens makai of road glen; Loc. 1279",21.5738889,-157.9786111,
Auriculella perpusilla,194163,5,,5,0,1,Oahu,Kawailoa; Loc. 1244,21.5738889,-157.9786111,
Auriculella perpusilla,103204,3,,3,0,1,Oahu,Punaluu; northwest side,21.57423333,-157.9115667,
Auriculella perpusilla,103205,12,,12,0,1,Oahu,"Punaluu; West side, along Castle Trail",21.57423333,-157.9115667,
Auriculella perpusilla,194102,2,,2,0,1,Oahu,"Kaluanui; middle spur, 1st high point; Loc. 1027",21.575238,-157.919328,2537
Auriculella perpusilla,12789,1,,1,0,1,Oahu,Kuliuwaa,21.577056,-157.914348,77
Auriculella perpusilla,17433,1,,1,0,1,Oahu,Kaliuwaa,21.577056,-157.914348,77
Auriculella perpusilla,19350,11,,11,0,1,Oahu,Kaliuwaa; from 19339 & 19346 to waterfall,21.577056,-157.914348,656
Auriculella perpusilla,19833,202,,202,0,1,Oahu,Kaliuwaa,21.577056,-157.914348,77
Auriculella perpusilla,24925,4,,4,0,1,Oahu,Kaliuwaa,21.577056,-157.914348,77
Auriculella perpusilla,109372,8,,8,0,1,Oahu,Kaliuwaa,21.577056,-157.914348,77
Auriculella perpusilla,21540,713,,713,0,1,Oahu,Kaliuwaa; below waterfall,21.577395,-157.91409,77
Auriculella perpusilla,129498,5,,5,0,1,Oahu,Kaluanui; 100 yards below Sacred Falls; Loc. 1,21.57756749,-157.9140102,
Auriculella perpusilla,194153,5,,5,0,1,Oahu,Kawailoa; Right; opposite 1131; 75 feet above stream; Loc. 1286,21.579442,-158.032336,8584
Auriculella perpusilla,194157,1,,1,0,1,Oahu,Kawailoa; Right; 1st glen; Loc. 1194,21.579442,-158.032336,8584
Auriculella perpusilla,"180547, 180548",9,0,9,0,1,Oahu,Laie Trail; summit and near summit. SEE MAP,21.58031667,-157.9401667,
Auriculella perpusilla,128840,2,,2,0,1,Oahu,Kaluanui>Maakua; Loc. 620A-5 = Loc. #7; knoll at lower end of level stretch,21.580494,-157.921759,1205
Auriculella perpusilla,194105,2,,2,0,1,Oahu,Kaluanui; left ravine (Ohia); Loc. 1248,21.580706,-157.918984,2994
Auriculella perpusilla,190815,11,,11,0,1,Oahu,Kaluanui; Sacred Falls,21.58071667,-157.91235,
Auriculella perpusilla,"93625, 93626, 93627, 93628, 93629, 93630, 93631",101,0,101,0,1,Oahu,Kaluanui (Sacred Falls) Valley,21.58091667,-157.913,
Auriculella perpusilla,"98857, 98858",46,0,46,0,1,Oahu,Kaliuwaa Valley,21.58091667,-157.913,
Auriculella perpusilla,11865,1,,1,0,1,Oahu,Koloa>Kaipapau; Loc. = 541-3,21.5829218,-157.9417281,200
Auriculella perpusilla,128897,1,,1,0,1,Oahu,Kaluanui; Loc. 620 B-2 = Loc. #2; Prominent peak at makai end of level knife-edge ridge,21.58352442,-157.9148199,100
Auriculella perpusilla,130875,3,,3,0,1,Oahu,Anahulu-Waimea,21.586033,-158.056983,11173
Auriculella perpusilla,"11868, 11869",45,0,45,0,1,Oahu,"Wailele>Koloa; Loc. 520A = Ihiihi>Wailele; head of Wailele, on both sides of Koolau backbone",21.586318,-157.952241,200
Auriculella perpusilla,21527,19,,19,0,1,Oahu,"E ridge of val.of val., above 21506-13",21.589231,-157.931019,6218
Auriculella perpusilla,122591,7,,7,0,1,Oahu,"Makua>Papali, ""Hauula""; Loc. 580",21.59034797,-157.9205303,100
Auriculella perpusilla,19320,11,,11,0,1,Oahu,Kaipapau; East ridge; below trail; bald hill,21.59090001,-157.9296667,
Auriculella perpusilla,194127,4,,4,0,1,Oahu,"Punawai (Hauula); first glen right, 1st Kukui right; Loc. 1254",21.590941,-157.922923,2856
Auriculella perpusilla,"90297, 90298",12,0,12,0,1,Oahu,Hauula; 100 ft. above 1,21.590982,-157.923174,2817
Auriculella perpusilla,"51481, 51488",26,0,26,0,1,Oahu,Hauula,21.591383,-157.921697,2752
Auriculella perpusilla,37857,6,,6,0,1,Oahu,Hauula,21.591383,-157.921697,2752
Auriculella perpusilla,37864,6,,6,0,1,Oahu,Hauula,21.591383,-157.921697,2752
Auriculella perpusilla,41264,2,,2,0,1,Oahu,Hauula,21.591383,-157.921697,2752
Auriculella perpusilla,43719,11,,11,0,1,Oahu,Hauula,21.591383,-157.921697,2752
Auriculella perpusilla,"96926, 96927",7,0,7,0,1,Oahu,Kaluanui; About 1 mile from Camp toward Hauula,21.5913889,-157.9133333,
Auriculella perpusilla,90296,1,,1,0,1,Oahu,Hauula; 100 ft. above 1; (3),21.591862,-157.922555,2857
Auriculella perpusilla,90309,3,,3,0,1,Oahu,Hauula; 100 ft below (3); (4),21.591862,-157.922555,2857
Auriculella perpusilla,122467,2,,2,0,1,Oahu,"Kawikoele; Loc. 380 = ""Mauka of Anahulu B.M. on North slope of South fork of Kaiwikoele Stream""",21.59299987,-157.9935151,100
Auriculella perpusilla,132405,1,,1,0,1,Oahu,Kawaipapa>Maakua; Loc. 2,21.59446666,-157.9246833,
Auriculella perpusilla,132409,1,,1,0,1,Oahu,Kawaipapa>Maakua; Loc. 4,21.59446666,-157.9246833,
Auriculella perpusilla,132360,2,,2,0,1,Oahu,Punaiki>Makao; Loc. = 600-1,21.59467361,-157.9145315,100
Auriculella perpusilla,21467,128,,128,0,1,Oahu,Kaipapau,21.595691,-157.932647,3479
Auriculella perpusilla,21569,16,,16,0,1,Oahu,Kaipapau,21.595691,-157.932647,3479
Auriculella perpusilla,128830,1,,1,0,1,Oahu,Papali>Punaiki; Loc. 590-5 = Loc. #5; knoll at lower end of level stretch,21.59841667,-157.9146167,
Auriculella perpusilla,134333,136,,136,0,1,Oahu,Papali>Punaiki Hauula; above saddle,21.59841667,-157.9146167,
Auriculella perpusilla,19815,1118,,1118,0,1,Oahu,Kaipapau; North ridge above red side ridge,21.598682,-157.940022,4240
Auriculella perpusilla,93068,7,,7,0,1,Oahu,Koolauloa District; Hauula,21.599574,-157.916599,1822
Auriculella perpusilla,167736,7,,7,0,1,Oahu,Hauula; 1st forest line; Lot = 93067-8,21.59999999,-157.9166667,
Auriculella perpusilla,19300,4,,4,0,1,Oahu,Kaipapau; Kaipapau Valley,21.6,-157.9333333,
Auriculella perpusilla,122560,119,,119,0,1,Oahu,"Kaluakauila>Malaekahana; Loc. 500A = ""Malaekahana>Kaluakauila; head of Kaluakauila; Loc. #2",21.60169902,-157.9627828,100
Auriculella perpusilla,"90304, 90305, 90310",11,0,11,0,1,Oahu,Hauula,21.603126,-157.9172,3950
Auriculella perpusilla,"90707, 90708, 90718, 90730, 90731, 90732",42,0,42,0,1,Oahu,Hauula,21.603126,-157.919431,3950
Auriculella perpusilla,163956,5,,5,0,1,Oahu,Malaekahana > Kaluakawila; summit; Loc. 4,21.6032,-157.9622333,
Auriculella perpusilla,163951,1,,1,0,1,Oahu,Malaekahana > Kaluakawila; Loc. 3,21.6056,-157.96245,
Auriculella perpusilla,22752,2,,2,0,1,Oahu,Laie; Malaekahana ridge,21.60667127,-157.9628704,
Auriculella perpusilla,132443,4,,4,0,1,Oahu,Kaipapau>Koloa; Loc. = 541-4,21.6083,-157.9333667,
Auriculella perpusilla,122567,84,1,83,0.011904762,0.988095238,Oahu,Kahawainui>Ihiihi; Loc. 510 = Loc. #1,21.61513197,-157.9536014,100
Auriculella perpusilla,107598,3,,3,0,1,Oahu,Laie; Ihiihi Valley,21.61636299,-157.9524047,
Auriculella perpusilla,134298,4,,4,0,1,Oahu,Koolau Mountains; Koolauloa; Ihiihi Gulch; close to F.R. line,21.61636299,-157.9524047,
Auriculella perpusilla,132183,34,,34,0,1,Oahu,Kahawainui>Ihiihi; Loc. 510-2a,21.61652624,-157.9520275,100
Auriculella perpusilla,163959,19,,19,0,1,Oahu,Malaekahana > Kaluakawila; Loc. 7,21.621123,-157.963283,2563
Auriculella perpusilla,22710,3,,3,0,1,Oahu,Waimea,21.624053,-158.009083,6375
Auriculella perpusilla,"104419, 104420, 104421",17,0,17,0,1,Oahu,"Kahuku; (2); top of range, overlooking Kahuku",21.62893333,-157.9862667,
Auriculella perpusilla,"105209, 105210",20,0,20,0,1,Oahu,Waimea; 6 miles from Kahuku; along trail to Waimea,21.632356,-158.049911,660
Auriculella perpusilla,130982,3,,3,0,1,Oahu,Kahuku-Malaekahana,21.63437206,-157.9819919,
Auriculella perpusilla,"104398, 104399, 104400",17,0,17,0,1,Oahu,Pupukea; ridge; 35 minutes from gate at end of road; begin. of Waimea-Laie Trail [Continued],21.63748142,-158.0115618,
Auriculella perpusilla,"93636, 93637",36,0,36,0,1,Oahu,Pupukea Ridge,21.64086667,-158.02375,
Auriculella perpusilla,22146,2,,2,0,1,Oahu,Laie,21.6432991,-157.9246826,
Auriculella perpusilla,108779,4,,4,0,1,Oahu,Kahuku; Kahuku Trail,21.646543,-157.993307,1426
Auriculella perpusilla,125015,10,,10,0,1,Oahu,"Oio Stream, Valley II; East Ohia>Ai Gulch>Loc. 460C (4)",21.64824519,-157.9906609,100
Auriculella perpusilla,"104406, 104407, 104408",8,0,8,0,1,Oahu,Pupukea; (3); M.P. 5.2 from Waimea; 6 miles from Kahuku,21.650187,-158.047422,1614
Auriculella perpusilla,125013,43,,43,0,1,Oahu,Oio Stream; Valley I>II; Loc. 462A (3),21.65395009,-157.9927841,
Auriculella perpusilla,123845,43,,43,0,1,Oahu,"Koolau Mountains; Koolauloa; Kawela; Pahipahialua>Oio; Loc. 461 = ""Loc. #3, 'Waialae apex' of 1914. Southernmost point of Pahipahialua Stream, on the crest of ridge and down the Oio side a few feet.""",21.65475011,-157.9990423,100
Auriculella perpusilla,23135,19,,19,0,1,Oahu,Kahuku-Waialei,21.66638891,-157.9833333,
Auriculella perpusilla,37361,45,,45,0,1,Oahu,Waialee,21.6775,-158.0219444,
Auriculella perpusilla,51479,20,,20,0,1,Oahu,Waialee,21.6775,-158.0219444,
Auriculella perpusilla,19344,11,,11,0,1,Oahu,Kaliuwaa; from camp to 1st clump banana trees up stump,,,
Auriculella perpusilla,21965,3,,3,0,1,,,,,
Auriculella perversa,"22767, 22768",3,1,2,0.333333333,0.666666667,Oahu,Kuliouou,21.294454,-157.742459,4304
Auriculella perversa,"51387, 51390",114,0,114,0,1,Oahu,Kuliouou,21.294454,-157.742459,4304
Auriculella perversa,16009,4,,4,0,1,Oahu,Kuliouou,21.294454,-157.742459,4304
Auriculella perversa,19691,22,,22,0,1,Oahu,Kuliouou,21.294454,-157.742459,4304
Auriculella perversa,51398,3,,3,0,1,Oahu,Wailupe,21.301189,-157.754587,3033
Auriculella perversa,41878,3,,3,0,1,Oahu,Kuliouou iki,21.3058333,-157.7238889,
Auriculella perversa,"90333, 90341",9,0,9,0,1,Oahu,Niu - Kuliouou,21.306592,-157.730619,1791
Auriculella perversa,103194,3,,3,0,1,Oahu,Kuliouou-Niu Ridge,21.306592,-157.730619,1791
Auriculella perversa,90325,7,,7,0,1,Oahu,Niu - Kuliouou; 100ft. higher than (2); (3),21.308341,-157.738889,1123
Auriculella perversa,21559,6,,6,0,1,Oahu,Manoa,21.31270027,-157.8106995,
Auriculella perversa,"164180, 164181, 164182",21,0,21,0,1,Oahu,"Kuliouou; Puu o Kona, summit ridge; inland 2 miles",21.313938,-157.722306,1568
Auriculella perversa,183277,2,,2,0,1,Oahu,Niu-Kuliouou Ridge; at peak at head of West Kuliouou Valley; Loc. #3,21.31700403,-157.7290839,
Auriculella perversa,"183031, 183032",15,0,15,0,1,Oahu,Niu; East Niu; Kulepiamoa Ridge; Loc. 3. SEE MAP,21.32004,-157.736964,200
Auriculella perversa,90324,6,,6,0,1,Oahu,Niu - Kuliouou; 300ft. below top,21.3217,-157.730957,1963
Auriculella perversa,49035,5,,5,0,1,Oahu,Kuliouou-Niu Ridge; Maukaloa,21.32246667,-157.7306167,
Auriculella perversa,120145,21,,21,0,1,Oahu,Niu-Kuliouou ridge; Loc. B = Loc. 22,21.32246667,-157.7306167,
Auriculella perversa,54570,11,,11,0,1,Oahu,Kuliouou; main ridge (backbone); head of valley,21.32349084,-157.7279149,
Auriculella perversa,167732,10,,10,0,1,Oahu,Kuliouou; main ridge; Lot = 54568-70,21.32349084,-157.7279149,
Auriculella perversa,54636,1,,1,0,1,Oahu,Kuliouou Forest Reserve; on & near main range,21.323921,-157.726768,
Auriculella perversa,"164215, 164216",32,0,32,0,1,Oahu,Puu o Kona; summit; Loc. 3,21.324015,-157.725451,200
Auriculella perversa,"100828, 100829",6,0,6,0,1,Oahu,"Puu-O-Kona; High ravine, top",21.3242583,-157.7254385,
Auriculella perversa,120133,7,,7,0,1,Oahu,Kaalakei; Puuokane [Puukona?]; Loc. 21,21.3242583,-157.7254385,
Auriculella perversa,100815,6,,6,0,1,Oahu,"Puu-O-Kona; High ravine, just below top, near 100798-800; on makai slope",21.324438,-157.725789,1498
Auriculella perversa,"164228, 164229",9,0,9,0,1,Oahu,Puu o Kona; spur on North side of Puu-o-Kona; Waimanalo side; Loc. 4,21.324661,-157.725209,200
Auriculella perversa,169342,4,,4,0,1,Oahu,Koolau Mountains; Palolo; = 47482,21.32583334,-157.7797222,
Auriculella perversa,"164147, 164148",87,0,87,0,1,Oahu,Manoa Cliffs Trail; Loc. 2 (see map),21.32725,-157.8111944,
Auriculella perversa,34071,2,,2,0,1,Oahu,Tantalus; Manoa side mauka,21.328277,-157.811565,3982
Auriculella perversa,103195,4,,4,0,1,Oahu,Tantalus (East); Manoa Cliff Trail,21.330624,-157.813046,808
Auriculella perversa,180573,10,,10,0,1,Oahu,Puu-o-kona; Waimanalo side; Hanging valley; Loc. = #164230,21.33074604,-157.7185407,
Auriculella perversa,103196,2,,2,0,1,Oahu,Tantalus (North); saddle mauka of,21.3325937,-157.814827,
Auriculella perversa,103198,2,,2,0,1,Oahu,Tantalus (C); on ridge,21.3325937,-157.814827,
Auriculella perversa,103199,1,,1,0,1,Oahu,Tantalus (West); on ridge,21.3325937,-157.814827,
Auriculella perversa,133960,83,,83,0,1,Oahu,Tantalus; Makiki side of crater,21.3325937,-157.814827,
Auriculella perversa,"43857, 43862",7,0,7,0,1,Oahu,Pauoa - Tantalus,21.33272612,-157.8162937,
Auriculella perversa,90367,1,,1,0,1,Oahu,Pauoa,21.332816,-157.824761,1843
Auriculella perversa,34079,1,,1,0,1,Oahu,Tantalus; E of; Manoa Trail,21.33290694,-157.8103506,
Auriculella perversa,36236,1,,1,0,1,Oahu,Tantalus; mauka slope,21.332994,-157.813282,1516
Auriculella perversa,46159,4,,4,0,1,Oahu,Manoa; at right of valley; near head at entrance to woods,21.333079,-157.800578,1398
Auriculella perversa,"46256, 46257",14,0,14,0,1,Oahu,Tantalus; ravine directly W of top N side of ravine,21.334113,-157.813196,4684
Auriculella perversa,103197,2,,2,0,1,Oahu,Tantalus (North); mauka slope,21.334113,-157.813196,4684
